track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy
P3,1937,193700,pedestrian/bicycle,1026.027,1024.093,-1.647,-1.84
P3,1938,193800,pedestrian/bicycle,1025.865,1023.913,-1.609,-1.756
P3,1939,193900,pedestrian/bicycle,1025.705,1023.742,-1.578,-1.673
P3,1940,194000,pedestrian/bicycle,1025.548,1023.578,-1.562,-1.598
P3,1941,194100,pedestrian/bicycle,1025.392,1023.421,-1.567,-1.536
P3,1942,194200,pedestrian/bicycle,1025.234,1023.27,-1.595,-1.49
P3,1943,194300,pedestrian/bicycle,1025.072,1023.122,-1.649,-1.463
P3,1944,194400,pedestrian/bicycle,1024.903,1022.976,-1.727,-1.458
P3,1945,194500,pedestrian/bicycle,1024.726,1022.83,-1.812,-1.463
P3,1946,194600,pedestrian/bicycle,1024.541,1022.684,-1.874,-1.456
P3,1947,194700,pedestrian/bicycle,1024.353,1022.54,-1.888,-1.422
P3,1948,194800,pedestrian/bicycle,1024.166,1022.401,-1.854,-1.361
P3,1949,194900,pedestrian/bicycle,1023.984,1022.269,-1.794,-1.29
P3,1950,195000,pedestrian/bicycle,1023.808,1022.143,-1.73,-1.223
P3,1951,195100,pedestrian/bicycle,1023.638,1022.024,-1.666,-1.165
P3,1952,195200,pedestrian/bicycle,1023.474,1021.91,-1.604,-1.117
P3,1953,195300,pedestrian/bicycle,1023.317,1021.8,-1.549,-1.078
P3,1954,195400,pedestrian/bicycle,1023.164,1021.694,-1.503,-1.045
P3,1955,195500,pedestrian/bicycle,1023.015,1021.591,-1.472,-1.018
P3,1956,195600,pedestrian/bicycle,1022.869,1021.49,-1.457,-0.994
P3,1957,195700,pedestrian/bicycle,1022.723,1021.392,-1.456,-0.974
P3,1958,195800,pedestrian/bicycle,1022.577,1021.295,-1.465,-0.96
P3,1959,195900,pedestrian/bicycle,1022.43,1021.199,-1.484,-0.955
P3,1960,196000,pedestrian/bicycle,1022.28,1021.104,-1.512,-0.957
P3,1961,196100,pedestrian/bicycle,1022.127,1021.007,-1.548,-0.969
P3,1962,196200,pedestrian/bicycle,1021.97,1020.909,-1.589,-0.993
P3,1963,196300,pedestrian/bicycle,1021.809,1020.808,-1.636,-1.026
P3,1964,196400,pedestrian/bicycle,1021.643,1020.704,-1.686,-1.066
P3,1965,196500,pedestrian/bicycle,1021.471,1020.595,-1.738,-1.11
P3,1966,196600,pedestrian/bicycle,1021.295,1020.482,-1.787,-1.153
P3,1967,196700,pedestrian/bicycle,1021.114,1020.365,-1.832,-1.192
P3,1968,196800,pedestrian/bicycle,1020.929,1020.244,-1.872,-1.225
P3,1969,196900,pedestrian/bicycle,1020.74,1020.12,-1.909,-1.252
P3,1970,197000,pedestrian/bicycle,1020.547,1019.993,-1.942,-1.279
P3,1971,197100,pedestrian/bicycle,1020.351,1019.864,-1.978,-1.31
P3,1972,197200,pedestrian/bicycle,1020.151,1019.731,-2.02,-1.344
P3,1973,197300,pedestrian/bicycle,1019.947,1019.595,-2.072,-1.38
P3,1974,197400,pedestrian/bicycle,1019.737,1019.455,-2.133,-1.422
P3,1975,197500,pedestrian/bicycle,1019.52,1019.31,-2.204,-1.47
P3,1976,197600,pedestrian/bicycle,1019.295,1019.16,-2.284,-1.526
P3,1977,197700,pedestrian/bicycle,1019.063,1019.004,-2.373,-1.592
P3,1978,197800,pedestrian/bicycle,1018.821,1018.842,-2.468,-1.666
P3,1979,197900,pedestrian/bicycle,1018.569,1018.671,-2.568,-1.745
P3,1980,198000,pedestrian/bicycle,1018.307,1018.493,-2.671,-1.821
P3,1981,198100,pedestrian/bicycle,1018.034,1018.307,-2.775,-1.891
P3,1982,198200,pedestrian/bicycle,1017.752,1018.115,-2.879,-1.954
P3,1983,198300,pedestrian/bicycle,1017.459,1017.916,-2.981,-2.013
P3,1984,198400,pedestrian/bicycle,1017.155,1017.712,-3.085,-2.073
P3,1985,198500,pedestrian/bicycle,1016.842,1017.502,-3.191,-2.135
P3,1986,198600,pedestrian/bicycle,1016.517,1017.285,-3.297,-2.198
P3,1987,198700,pedestrian/bicycle,1016.182,1017.062,-3.4,-2.263
P3,1988,198800,pedestrian/bicycle,1015.838,1016.833,-3.497,-2.329
P3,1989,198900,pedestrian/bicycle,1015.483,1016.596,-3.59,-2.393
P3,1990,199000,pedestrian/bicycle,1015.12,1016.354,-3.677,-2.453
P3,1991,199100,pedestrian/bicycle,1014.748,1016.106,-3.765,-2.514
P3,1992,199200,pedestrian/bicycle,1014.367,1015.851,-3.856,-2.58
P3,1993,199300,pedestrian/bicycle,1013.976,1015.589,-3.954,-2.651
P3,1994,199400,pedestrian/bicycle,1013.576,1015.321,-4.056,-2.725
P3,1995,199500,pedestrian/bicycle,1013.165,1015.044,-4.162,-2.804
P3,1996,199600,pedestrian/bicycle,1012.743,1014.76,-4.267,-2.882
P3,1997,199700,pedestrian/bicycle,1012.312,1014.468,-4.366,-2.954
P3,1998,199800,pedestrian/bicycle,1011.87,1014.169,-4.461,-3.022
P3,1999,199900,pedestrian/bicycle,1011.42,1013.864,-4.551,-3.088
P3,2000,200000,pedestrian/bicycle,1010.96,1013.552,-4.64,-3.156
P3,2001,200100,pedestrian/bicycle,1010.492,1013.233,-4.727,-3.221
P3,2002,200200,pedestrian/bicycle,1010.015,1012.908,-4.811,-3.284
P3,2003,200300,pedestrian/bicycle,1009.529,1012.576,-4.895,-3.35
P3,2004,200400,pedestrian/bicycle,1009.036,1012.237,-4.98,-3.419
P3,2005,200500,pedestrian/bicycle,1008.534,1011.892,-5.064,-3.489
P3,2006,200600,pedestrian/bicycle,1008.023,1011.54,-5.146,-3.559
P3,2007,200700,pedestrian/bicycle,1007.504,1011.18,-5.23,-3.63
P3,2008,200800,pedestrian/bicycle,1006.977,1010.813,-5.319,-3.707
P3,2009,200900,pedestrian/bicycle,1006.441,1010.439,-5.407,-3.787
P3,2010,201000,pedestrian/bicycle,1005.896,1010.056,-5.489,-3.862
P3,2011,201100,pedestrian/bicycle,1005.343,1009.667,-5.566,-3.93
P3,2012,201200,pedestrian/bicycle,1004.783,1009.271,-5.642,-3.992
P3,2013,201300,pedestrian/bicycle,1004.215,1008.868,-5.72,-4.05
P3,2014,201400,pedestrian/bicycle,1003.638,1008.461,-5.802,-4.103
P3,2015,201500,pedestrian/bicycle,1003.054,1008.048,-5.884,-4.149
P3,2016,201600,pedestrian/bicycle,1002.462,1007.631,-5.966,-4.187
P3,2017,201700,pedestrian/bicycle,1001.861,1007.211,-6.043,-4.223
P3,2018,201800,pedestrian/bicycle,1001.253,1006.787,-6.114,-4.258
P3,2019,201900,pedestrian/bicycle,1000.639,1006.359,-6.179,-4.294
P3,2020,202000,pedestrian/bicycle,1000.018,1005.928,-6.238,-4.326
P3,2021,202100,pedestrian/bicycle,999.391,1005.494,-6.293,-4.353
P3,2022,202200,pedestrian/bicycle,998.759,1005.058,-6.346,-4.372
P3,2023,202300,pedestrian/bicycle,998.122,1004.62,-6.401,-4.381
P3,2024,202400,pedestrian/bicycle,997.479,1004.182,-6.457,-4.381
P3,2025,202500,pedestrian/bicycle,996.83,1003.745,-6.515,-4.367
P3,2026,202600,pedestrian/bicycle,996.176,1003.31,-6.576,-4.338
P3,2027,202700,pedestrian/bicycle,995.515,1002.878,-6.643,-4.293
P3,2028,202800,pedestrian/bicycle,994.847,1002.452,-6.717,-4.235
P3,2029,202900,pedestrian/bicycle,994.171,1002.031,-6.797,-4.168
P3,2030,203000,pedestrian/bicycle,993.487,1001.619,-6.879,-4.089
P3,2031,203100,pedestrian/bicycle,992.795,1001.214,-6.966,-4.001
P3,2032,203200,pedestrian/bicycle,992.094,1000.819,-7.056,-3.904
P3,2033,203300,pedestrian/bicycle,991.384,1000.434,-7.148,-3.8
P3,2034,203400,pedestrian/bicycle,990.665,1000.059,-7.235,-3.696
P3,2035,203500,pedestrian/bicycle,989.937,999.694,-7.311,-3.588
P3,2036,203600,pedestrian/bicycle,989.203,999.341,-7.375,-3.476
P3,2037,203700,pedestrian/bicycle,988.463,998.999,-7.429,-3.361
P3,2038,203800,pedestrian/bicycle,987.718,998.669,-7.476,-3.244
P3,2039,203900,pedestrian/bicycle,986.968,998.351,-7.515,-3.129
P3,2040,204000,pedestrian/bicycle,986.215,998.043,-7.549,-3.019
P3,2041,204100,pedestrian/bicycle,985.459,997.746,-7.581,-2.916
P3,2042,204200,pedestrian/bicycle,984.699,997.46,-7.614,-2.819
P3,2043,204300,pedestrian/bicycle,983.936,997.182,-7.648,-2.725
P3,2044,204400,pedestrian/bicycle,983.169,996.915,-7.682,-2.632
P3,2045,204500,pedestrian/bicycle,982.399,996.656,-7.715,-2.538
P3,2046,204600,pedestrian/bicycle,981.626,996.407,-7.75,-2.439
P3,2047,204700,pedestrian/bicycle,980.849,996.168,-7.784,-2.335
P3,2048,204800,pedestrian/bicycle,980.069,995.94,-7.821,-2.232
P3,2049,204900,pedestrian/bicycle,979.285,995.722,-7.862,-2.129
P3,2050,205000,pedestrian/bicycle,978.497,995.515,-7.907,-2.024
P3,2051,205100,pedestrian/bicycle,977.704,995.318,-7.956,-1.915
P3,2052,205200,pedestrian/bicycle,976.905,995.132,-8.007,-1.802
P3,2053,205300,pedestrian/bicycle,976.102,994.957,-8.059,-1.686
P3,2054,205400,pedestrian/bicycle,975.294,994.795,-8.11,-1.566
P3,2055,205500,pedestrian/bicycle,974.48,994.644,-8.154,-1.446
P3,2056,205600,pedestrian/bicycle,973.663,994.505,-8.192,-1.329
P3,2057,205700,pedestrian/bicycle,972.843,994.378,-8.217,-1.218
P3,2058,205800,pedestrian/bicycle,972.021,994.261,-8.217,-1.113
P3,2059,205900,pedestrian/bicycle,971.201,994.155,-8.181,-1.018
P3,2060,206000,pedestrian/bicycle,970.387,994.058,-8.101,-0.929
P3,2061,206100,pedestrian/bicycle,969.583,993.969,-7.969,-0.846
P3,2062,206200,pedestrian/bicycle,968.796,993.888,-7.78,-0.769
P3,2063,206300,pedestrian/bicycle,968.03,993.815,-7.532,-0.698
P3,2064,206400,pedestrian/bicycle,967.292,993.748,-7.227,-0.632
P3,2065,206500,pedestrian/bicycle,966.587,993.688,-6.879,-0.572
P3,2066,206600,pedestrian/bicycle,965.918,993.633,-6.504,-0.52
P3,2067,206700,pedestrian/bicycle,965.286,993.583,-6.13,-0.477
P3,2068,206800,pedestrian/bicycle,964.69,993.538,-5.797,-0.442
P3,2069,206900,pedestrian/bicycle,964.123,993.495,-5.547,-0.418
P3,2070,207000,pedestrian/bicycle,963.575,993.453,-5.409,-0.405
P3,2071,207100,pedestrian/bicycle,963.036,993.413,-5.37,-0.402
